Area: 0.774637	4xArea: 3.098548	error: 0.282323	Ntrials: 10
Area: 0.728867	4xArea: 2.915468	error: 0.282323	Ntrials: 10
Area: 0.732675	4xArea: 2.930699	error: 0.282323	Ntrials: 10
Area: 0.804621	4xArea: 3.218484	error: 0.282323	Ntrials: 10
Area: 0.696153	4xArea: 2.784610	error: 0.282323	Ntrials: 10
Area: 0.887878	4xArea: 3.551512	error: 0.282323	Ntrials: 10
Area: 0.778436	4xArea: 3.113743	error: 0.282323	Ntrials: 10
Area: 0.864900	4xArea: 3.459599	error: 0.282323	Ntrials: 10
Area: 0.853023	4xArea: 3.412094	error: 0.282323	Ntrials: 10
Area: 0.788878	4xArea: 3.155513	error: 0.282323	Ntrials: 10
Area: 0.867005	4xArea: 3.468021	error: 0.282323	Ntrials: 10
Area: 0.792953	4xArea: 3.171813	error: 0.282323	Ntrials: 10
Area: 0.820468	4xArea: 3.281871	error: 0.282323	Ntrials: 10
Area: 0.889101	4xArea: 3.556403	error: 0.282323	Ntrials: 10
Area: 0.779486	4xArea: 3.117943	error: 0.282323	Ntrials: 10
Area: 0.773049	4xArea: 3.092196	error: 0.282323	Ntrials: 10
Area: 0.665822	4xArea: 2.663286	error: 0.282323	Ntrials: 10
Area: 0.908502	4xArea: 3.634007	error: 0.282323	Ntrials: 10
Area: 0.882338	4xArea: 3.529350	error: 0.282323	Ntrials: 10
Area: 0.775107	4xArea: 3.100428	error: 0.282323	Ntrials: 10
Area: 0.807835	4xArea: 3.231339	error: 0.282323	Ntrials: 10
Area: 0.824547	4xArea: 3.298186	error: 0.282323	Ntrials: 10
Area: 0.866585	4xArea: 3.466338	error: 0.282323	Ntrials: 10
Area: 0.848836	4xArea: 3.395343	error: 0.282323	Ntrials: 10
Area: 0.636828	4xArea: 2.547314	error: 0.282323	Ntrials: 10
Area: 0.799494	4xArea: 3.197975	error: 0.282323	Ntrials: 10
Area: 0.813459	4xArea: 3.253835	error: 0.282323	Ntrials: 10
Area: 0.897995	4xArea: 3.591980	error: 0.282323	Ntrials: 10
Area: 0.919195	4xArea: 3.676782	error: 0.282323	Ntrials: 10
Area: 0.808946	4xArea: 3.235783	error: 0.282323	Ntrials: 10
Area: 0.831364	4xArea: 3.325455	error: 0.282323	Ntrials: 10
Area: 0.731126	4xArea: 2.924505	error: 0.282323	Ntrials: 10
Area: 0.802002	4xArea: 3.208008	error: 0.282323	Ntrials: 10
Area: 0.731513	4xArea: 2.926050	error: 0.282323	Ntrials: 10
Area: 0.651001	4xArea: 2.604005	error: 0.282323	Ntrials: 10
Area: 0.849561	4xArea: 3.398245	error: 0.282323	Ntrials: 10
Area: 0.689311	4xArea: 2.757246	error: 0.282323	Ntrials: 10
Area: 0.784065	4xArea: 3.136259	error: 0.282323	Ntrials: 10
Area: 0.889739	4xArea: 3.558955	error: 0.282323	Ntrials: 10
Area: 0.828124	4xArea: 3.312497	error: 0.282323	Ntrials: 10
Area: 0.691333	4xArea: 2.765333	error: 0.282323	Ntrials: 10
Area: 0.763393	4xArea: 3.053574	error: 0.282323	Ntrials: 10
Area: 0.733076	4xArea: 2.932305	error: 0.282323	Ntrials: 10
Area: 0.848523	4xArea: 3.394090	error: 0.282323	Ntrials: 10
Area: 0.759247	4xArea: 3.036990	error: 0.282323	Ntrials: 10
Area: 0.801873	4xArea: 3.207491	error: 0.282323	Ntrials: 10
Area: 0.891752	4xArea: 3.567006	error: 0.282323	Ntrials: 10
Area: 0.799594	4xArea: 3.198374	error: 0.282323	Ntrials: 10
Area: 0.856923	4xArea: 3.427691	error: 0.282323	Ntrials: 10
Area: 0.711332	4xArea: 2.845329	error: 0.282323	Ntrials: 10
Area: 0.727371	4xArea: 2.909484	error: 0.282323	Ntrials: 10
Area: 0.848118	4xArea: 3.392470	error: 0.282323	Ntrials: 10
Area: 0.819005	4xArea: 3.276018	error: 0.282323	Ntrials: 10
Area: 0.903157	4xArea: 3.612627	error: 0.282323	Ntrials: 10
Area: 0.667294	4xArea: 2.669178	error: 0.282323	Ntrials: 10
Area: 0.656894	4xArea: 2.627575	error: 0.282323	Ntrials: 10
Area: 0.772696	4xArea: 3.090782	error: 0.282323	Ntrials: 10
Area: 0.842939	4xArea: 3.371757	error: 0.282323	Ntrials: 10
Area: 0.655687	4xArea: 2.622748	error: 0.282323	Ntrials: 10
Area: 0.890907	4xArea: 3.563628	error: 0.282323	Ntrials: 10
Area: 0.795014	4xArea: 3.180056	error: 0.282323	Ntrials: 10
Area: 0.805789	4xArea: 3.223157	error: 0.282323	Ntrials: 10
Area: 0.800900	4xArea: 3.203598	error: 0.282323	Ntrials: 10
Area: 0.892870	4xArea: 3.571480	error: 0.282323	Ntrials: 10
Area: 0.852176	4xArea: 3.408703	error: 0.282323	Ntrials: 10
Area: 0.842858	4xArea: 3.371434	error: 0.282323	Ntrials: 10
Area: 0.819227	4xArea: 3.276909	error: 0.282323	Ntrials: 10
Area: 0.731672	4xArea: 2.926688	error: 0.282323	Ntrials: 10
Area: 0.810028	4xArea: 3.240113	error: 0.282323	Ntrials: 10
Area: 0.803650	4xArea: 3.214602	error: 0.282323	Ntrials: 10
Area: 0.796348	4xArea: 3.185394	error: 0.282323	Ntrials: 10
Area: 0.875267	4xArea: 3.501070	error: 0.282323	Ntrials: 10
Area: 0.778848	4xArea: 3.115393	error: 0.282323	Ntrials: 10
Area: 0.709728	4xArea: 2.838912	error: 0.282323	Ntrials: 10
Area: 0.746832	4xArea: 2.987328	error: 0.282323	Ntrials: 10
Area: 0.766243	4xArea: 3.064973	error: 0.282323	Ntrials: 10
Area: 0.811504	4xArea: 3.246017	error: 0.282323	Ntrials: 10
Area: 0.797421	4xArea: 3.189683	error: 0.282323	Ntrials: 10
Area: 0.838223	4xArea: 3.352892	error: 0.282323	Ntrials: 10
Area: 0.834616	4xArea: 3.338465	error: 0.282323	Ntrials: 10
Area: 0.810737	4xArea: 3.242947	error: 0.282323	Ntrials: 10
Area: 0.838930	4xArea: 3.355721	error: 0.282323	Ntrials: 10
Area: 0.765594	4xArea: 3.062375	error: 0.282323	Ntrials: 10
Area: 0.704651	4xArea: 2.818605	error: 0.282323	Ntrials: 10
Area: 0.759940	4xArea: 3.039762	error: 0.282323	Ntrials: 10
Area: 0.851808	4xArea: 3.407231	error: 0.282323	Ntrials: 10
Area: 0.763710	4xArea: 3.054838	error: 0.282323	Ntrials: 10
Area: 0.797066	4xArea: 3.188266	error: 0.282323	Ntrials: 10
Area: 0.863395	4xArea: 3.453582	error: 0.282323	Ntrials: 10
Area: 0.888041	4xArea: 3.552163	error: 0.282323	Ntrials: 10
Area: 0.804667	4xArea: 3.218668	error: 0.282323	Ntrials: 10
Area: 0.742859	4xArea: 2.971436	error: 0.282323	Ntrials: 10
Area: 0.801212	4xArea: 3.204847	error: 0.282323	Ntrials: 10
Area: 0.838933	4xArea: 3.355730	error: 0.282323	Ntrials: 10
Area: 0.757330	4xArea: 3.029319	error: 0.282323	Ntrials: 10
Area: 0.696153	4xArea: 2.784610	error: 0.282323	Ntrials: 10
Area: 0.774264	4xArea: 3.097055	error: 0.282323	Ntrials: 10
